username,platform,label,follower_count,following_count,friends_count,posts_count,account_age_days,has_profile_photo,has_cover_photo,bio_length,username_digit_ratio,username_length,friend_request_mutuals,profile_completeness,avg_likes_per_post,posts_per_week
isla.rao,instagram,real,534,434,55,79,1123,1,1,74,0.0,8,16,0.9881,22.65,0.495
net_user7674363,instagram,fake,29,1877,6,3,44,0,1,15,0.4667,15,1,0.3987,2.52,0.51
bot.7760639,twitter,fake,4,2069,2,6,54,1,1,9,0.6364,11,1,0.5669,1.11,0.722
dev_iyer,facebook,real,80,164,503,110,728,1,1,27,0.0,8,16,0.8889,6.14,1.057
follow_user7471,instagram,fake,140,3625,5,20,589,1,0,33,0.2667,15,2,0.6515,2.17,0.238
acc53863,facebook,fake,29,1690,19,1,31,0,0,7,0.625,8,1,0.1982,4.46,0.162
botuser21635,instagram,fake,37,1158,11,6,16,1,1,29,0.4167,12,2,0.5948,15.57,12.327
netfollow1451,facebook,fake,21,718,6,2,16,0,0,2,0.3077,13,1,0.1858,1.54,0.741
promo.net5471,facebook,fake,12,1003,30,4,59,0,0,9,0.3077,13,1,0.2292,2.74,0.501
noah_alvarez,facebook,real,483,113,249,97,367,1,1,70,0.0,12,7,0.9781,40.76,1.848
leilaalvarez,instagram,real,250,206,49,343,258,1,1,126,0.0,12,25,0.9511,77.73,9.296
amarahassan,twitter,real,162,522,18,2214,602,1,1,75,0.0,11,50,0.9905,5.24,25.742
bot085181,facebook,fake,4,398,13,10,127,0,0,32,0.6667,9,1,0.3325,1.15,0.543
jonas.iyer,facebook,real,138,78,401,59,1955,1,1,126,0.0,10,7,1.0,17.31,0.21
net.q8366,facebook,fake,8,673,14,4,91,0,0,18,0.4444,9,1,0.2615,1.09,0.307
aditya.berg,facebook,real,290,294,1774,113,1173,1,1,77,0.0,11,26,0.9936,5.39,0.672
win_bot1213,instagram,fake,22,3039,20,3,14,0,0,51,0.3636,11,2,0.293,3.0,1.58
meera_iyer,twitter,real,75,272,22,234,1570,1,0,23,0.0,10,9,0.7144,6.18,1.044
tmp.9358074,twitter,fake,21,1468,6,15,28,0,0,0,0.6364,11,1,0.2419,3.1,3.744
adityahassan6,instagram,fake,30,928,15,11,1967,1,0,41,0.0769,13,1,0.6298,0.55,0.038
hugorao7,instagram,fake,8,1353,3,16,23,0,0,36,0.125,8,1,0.3181,5.58,4.846
felix_rao,facebook,real,83,219,287,11,1320,1,1,9,0.0,9,50,0.7303,12.6,0.057
amaranguyen4,facebook,fake,4,596,19,15,130,0,0,22,0.0833,12,1,0.3323,1.39,0.787
lucia.park,facebook,real,335,87,216,10,33,1,1,72,0.0,10,2,0.7059,1.24,2.067
hugopark8,instagram,fake,30,903,6,4,38,0,0,27,0.1111,9,1,0.2542,2.27,0.654
new_423255,instagram,fake,87,2043,17,3,48,0,1,11,0.6,10,2,0.3878,7.94,0.366
priya_singh,facebook,real,126,262,474,38,577,1,1,45,0.0,11,8,0.9203,30.51,0.465
ravi.hassan,instagram,real,182,257,99,5,700,1,1,11,0.0,11,3,0.7082,3.34,0.045
theoalvarez93,facebook,real,63,245,468,75,701,1,1,66,0.1538,13,4,0.971,105.02,0.749
arjuniyer8,instagram,fake,28,842,3,20,34,0,1,19,0.1,10,1,0.4711,6.82,4.066
deal_deal46039,facebook,fake,8,764,25,22,108,1,0,37,0.3571,14,3,0.5499,1.58,1.411
amarahassan6,facebook,fake,2,1389,44,3,48,0,0,13,0.0833,12,0,0.231,1.11,0.507
clara_vale92,instagram,real,1896,368,21,22,955,1,0,77,0.1667,12,12,0.7508,254.86,0.158
jonassantos5,facebook,fake,8,592,40,17,61,0,1,24,0.0833,12,3,0.4795,3.73,1.902
jonas.costa,facebook,real,929,284,171,197,1001,1,1,52,0.0,11,28,0.9415,11.35,1.377
xx.9197,twitter,fake,17,1728,1,0,52,0,1,0,0.5714,7,0,0.3591,1.08,0.065
new.tmp0894,instagram,fake,79,1271,13,8,9,1,0,38,0.3636,11,1,0.4494,2.31,6.698
omar_kade2,instagram,real,335,142,15,9,27,1,1,148,0.1,10,2,0.7168,2.77,2.354
q.9709318,facebook,fake,290,788,59,45,1217,1,1,95,0.7778,9,13,1.0,14.06,0.258
theonair,twitter,real,175,202,17,570,1664,1,0,112,0.0,8,3,0.8333,31.05,2.399
marco_moreau,twitter,real,46,160,11,270,2844,1,1,19,0.0,12,24,0.8728,19.35,0.664
aisha.nair,facebook,real,1252,106,221,21,2671,1,1,81,0.0,10,8,0.9195,3.28,0.054
promo.2841,twitter,fake,9,2531,7,5,4,1,0,20,0.4,10,6,0.3969,1.35,7.83
user_win08001,facebook,fake,9,855,71,2,49,0,0,26,0.3846,13,2,0.2503,3.0,0.238
ninacosta3,facebook,real,35,144,467,18,34,1,1,21,0.1,10,3,0.6342,2.59,3.674
felix.weiss,facebook,real,96,166,400,76,464,1,1,44,0.0,11,13,0.9252,25.43,1.14
zara.rao,twitter,real,2541,372,12,1,55,1,0,14,0.0,8,3,0.3944,1.04,0.184
arjunalvarez3,instagram,fake,10,1449,3,22,23,1,1,18,0.0769,13,1,0.6388,3.34,6.628
new.1815,twitter,fake,5,2049,7,3,30,0,0,27,0.5,8,2,0.248,3.43,0.615
id7495,instagram,fake,7,2002,4,22,474,1,1,0,0.6667,6,1,0.7604,1.43,0.332
ravisingh,instagram,real,1910,439,47,196,787,1,1,84,0.0,9,13,1.0,46.14,1.745
deal.id277962,instagram,fake,14,911,8,51,1851,1,0,16,0.4615,13,3,0.701,2.3,0.191
sienna.weiss,instagram,real,2007,446,18,248,342,1,0,82,0.0,12,10,0.8228,13.15,5.078
official_55256,facebook,fake,29,291,15,22,19,0,0,23,0.3571,14,3,0.3137,3.02,15.051
luciaokoye,twitter,real,740,498,7,819,778,0,0,37,0.0,10,6,0.5777,13.98,7.369
omar_chen,facebook,real,77,88,461,158,209,1,1,124,0.0,9,7,0.9288,19.34,5.308
xx.acc0766,twitter,fake,35,2219,11,7,43,0,1,12,0.4,10,1,0.405,0.17,1.078
leo.hassan,facebook,real,74,241,2659,170,1377,1,1,86,0.0,10,13,1.0,92.93,0.863
tmpfollow6784794,instagram,fake,31,888,7,3,31,0,0,8,0.4375,16,2,0.2123,6.78,0.76
official.q5975288,facebook,fake,48,413,16,9,11,0,0,0,0.4118,17,1,0.2111,4.53,6.012
deal_541723,facebook,fake,8,1817,25,27,16,0,0,2,0.5455,11,1,0.2895,2.2,11.596
bot_588781,twitter,fake,2,1433,6,3,18,1,0,0,0.6,10,1,0.3557,2.36,16.161
xx9471604,facebook,fake,8,811,29,39,1902,1,0,27,0.7778,9,1,0.7192,1.56,0.144
official_42557,facebook,fake,9,1032,22,2,36,1,0,28,0.3571,14,2,0.4176,2.4,0.413
samir_park,instagram,real,390,206,38,67,1056,0,0,125,0.0,10,15,0.6667,332.18,0.446
deal_9432,facebook,fake,33,709,16,1,26,1,0,46,0.4444,9,1,0.4453,3.35,0.272
noah.weiss,facebook,real,154,134,163,9,12,1,0,169,0.0,10,1,0.5413,6.7,5.01
devkade,facebook,real,56,72,446,147,1113,1,1,50,0.0,7,19,0.9379,4.56,0.924
official.real294,instagram,fake,17,1853,15,2,56,0,0,24,0.1875,16,1,0.2491,1.69,0.204
newuser1757,facebook,fake,40,896,16,3,23,0,1,7,0.3636,11,1,0.3711,3.27,0.859
islakhan,facebook,real,784,446,525,128,1494,1,0,82,0.0,8,8,0.8333,51.92,0.602
aditya.moreau,twitter,real,169,72,18,64,1227,1,0,28,0.0,13,10,0.7257,102.64,0.367
user_net7916,instagram,fake,27,1489,4,5,5,1,0,56,0.3333,12,2,0.472,5.78,6.409
win59806,instagram,fake,9,1458,2,6,50,0,0,27,0.625,8,2,0.2715,0.45,0.884
win.follow9877049,facebook,fake,8,1221,5,1,12,1,0,6,0.4118,17,1,0.3553,2.94,4.854
net_208076,twitter,fake,348,575,5,18,20,1,1,134,0.6,10,12,0.7489,6.56,6.144
sienna_santos,instagram,real,384,145,6,12,938,1,0,12,0.0,13,6,0.5725,13.32,0.087
hugo.vale,instagram,real,75,173,38,131,447,1,0,82,0.0,9,13,0.8333,116.16,2.047
noahbrook,instagram,real,1272,297,10,1,4,0,1,17,0.0,9,5,0.3761,0.61,2.264
win_xx620956,twitter,fake,56,1708,4,1,75,0,0,30,0.5,12,4,0.266,0.83,0.064
zara_santos2,instagram,real,474,120,7,233,2149,1,0,116,0.0833,12,6,0.8333,77.64,0.761
new.net673,twitter,fake,185,1131,6,65,32,1,1,99,0.3,10,3,0.8479,33.06,14.225
user.deal83638,instagram,fake,7,668,19,3,57,1,0,38,0.3571,14,0,0.4511,4.32,0.363
elenaberg,twitter,real,149,78,76,7,448,1,0,17,0.0,9,14,0.5659,1.78,0.111
clara.rao,facebook,real,250,154,233,50,883,1,1,77,0.0,9,8,0.9948,13.62,0.396
rohan.singh2,facebook,real,93,54,1105,524,514,1,1,71,0.0833,12,19,0.9816,56.82,7.136
tmpnet25056,twitter,fake,49,1628,5,13,1360,1,0,18,0.4545,11,4,0.5891,0.85,0.065
meera_okoye,facebook,real,825,88,347,1,27,0,1,16,0.0,11,3,0.3852,0.12,0.348
net_official831,facebook,fake,11,522,12,4,6,0,0,41,0.2,15,6,0.2739,2.3,5.248
leomoreau,facebook,real,162,130,284,3,521,1,1,20,0.0,9,4,0.7222,1.61,0.043
ravi_khan,facebook,real,104,208,234,13,865,1,1,113,0.0,9,70,0.8888,3.28,0.108
net446349,facebook,fake,263,836,28,51,13,1,0,102,0.6667,9,1,0.6726,37.72,4.578
user_792,twitter,fake,36,2987,5,16,15,0,0,5,0.375,8,2,0.2509,0.98,7.527
meera_park94,instagram,real,231,259,31,21,17,1,0,154,0.1667,12,4,0.5941,14.74,8.53
lucia.iyer,twitter,real,228,294,9,9,18,0,0,158,0.0,10,3,0.3791,6.94,3.504
jonas_moreau,facebook,real,176,254,805,60,699,1,1,23,0.0,12,17,0.8808,54.77,0.603
xx_74848,instagram,fake,308,1458,3,34,9,1,1,150,0.625,8,3,0.8109,41.15,26.154
theo.khan,twitter,real,94,318,20,224,2200,1,0,34,0.0,9,28,0.7378,23.16,0.713
noah.moreau,facebook,real,99,159,522,365,319,1,1,65,0.0,11,18,0.9476,12.29,8.005
tmp_new4063,twitter,fake,257,1160,1,28,72,1,0,84,0.3636,11,2,0.651,31.58,2.756
isla_okoye,instagram,real,465,122,41,76,180,1,0,75,0.0,10,6,0.7382,5.97,2.945
accuser0698845,instagram,fake,113,1331,6,6,50,0,1,14,0.5,14,0,0.4081,2.02,0.787
tmp_acc164831,facebook,fake,22,1183,28,4,48,0,0,1,0.4615,13,6,0.2068,2.59,0.54
samirnair8,facebook,fake,19,717,72,3,26,0,0,44,0.1,10,2,0.2818,1.52,0.748
win.new6242,instagram,fake,31,1023,7,30,1552,1,0,0,0.3636,11,1,0.6241,1.88,0.134
meera.iyer98,twitter,real,39,233,45,16,29,1,1,10,0.1667,12,1,0.5997,1.23,3.832
theo_weiss,facebook,real,102,172,873,69,701,1,1,90,0.0,10,10,1.0,28.32,0.689
leo_khan,facebook,real,272,416,94,7,53,1,1,144,0.0,8,1,0.7204,18.97,0.937
zarabrook96,twitter,real,2076,198,28,76,471,1,0,0,0.1818,11,12,0.6667,5.62,1.128
official.00825,twitter,fake,4,1671,4,7,83,1,0,13,0.3571,14,2,0.4267,1.57,0.578
id567,twitter,fake,386,3272,5,71,1054,1,1,41,0.6,5,9,0.9182,24.15,0.47
nina.khan,twitter,real,530,236,7,525,562,1,1,85,0.0,9,41,1.0,5.69,6.54
net_new304,facebook,fake,17,1327,9,3,19,0,0,0,0.3,10,2,0.1872,4.03,14.459
isla.khan,facebook,real,52,212,1140,2,5,0,1,84,0.0,9,8,0.5114,4.59,3.06
nina.park,instagram,real,20971,757,5,303,1089,1,0,0,0.0,9,17,0.6667,123.32,1.949
xx_win0871304,facebook,fake,239,662,21,85,35,1,1,120,0.5385,13,14,0.8493,19.25,16.937
leosingh,facebook,real,82,108,242,30,360,1,1,0,0.0,8,11,0.788,22.57,0.577
wintmp9707147,twitter,fake,44,3667,23,25,39,1,0,26,0.5385,13,1,0.509,2.8,4.455
claramoreau,facebook,real,140,146,243,87,931,0,1,107,0.0,11,31,0.8333,69.39,0.653
leila_berg,facebook,real,287,72,207,13,50,1,1,42,0.0,10,5,0.6644,2.99,1.8
kaiweiss1,twitter,fake,15,2415,2,21,47,0,0,29,0.1111,9,2,0.3381,0.98,3.199
islaberg,twitter,real,254,160,4,729,539,1,0,93,0.0,8,5,0.8333,18.08,9.463
amara.dsouza,twitter,real,78,169,7,120,468,1,0,0,0.0,12,12,0.6667,16.85,1.792
xx_94425,facebook,fake,15,154,8,2,31,0,1,0,0.625,8,3,0.3551,2.8,0.412
luciaweiss97,instagram,real,505,268,42,21,55,1,0,87,0.1667,12,8,0.6122,6.18,2.659
user.follow4824,facebook,fake,5,593,5,2,220,0,1,24,0.2667,15,1,0.492,4.1,0.066
luciaberg92,instagram,real,290,149,37,6,1070,1,0,11,0.1818,11,5,0.5453,20.62,0.037
felixsantos,instagram,real,294,60,32,102,2322,1,0,119,0.0,11,8,0.8333,35.63,0.307
samirbrook,facebook,real,173,110,463,167,1112,1,1,18,0.0,10,23,0.8712,17.93,1.053
priya.rao,twitter,real,497,447,33,455,198,1,0,146,0.0,9,15,0.7571,10.65,16.1
zara_hassan92,instagram,real,296,226,27,137,397,1,0,66,0.1538,13,19,0.8035,63.8,2.417
rohan.berg95,twitter,real,183,74,23,180,629,0,0,128,0.1667,12,7,0.6667,101.05,2.007
meera.berg,instagram,real,626,155,49,334,450,1,1,50,0.0,10,23,0.9374,29.9,5.194
maya.costa,instagram,real,182,141,11,192,435,1,1,95,0.0,10,4,1.0,198.46,3.095
xx_promo6513,facebook,fake,3,1081,8,43,802,1,1,29,0.3333,12,2,0.8942,3.66,0.376
promo_official70749,instagram,fake,17,1362,7,1,33,0,0,6,0.2632,19,2,0.0884,4.53,0.176
bot.official339886,facebook,fake,16,720,33,8,24,0,0,0,0.3333,18,2,0.209,1.99,2.198
tmp.new40779,facebook,fake,16,772,33,22,1844,1,1,49,0.4167,12,1,0.8604,2.14,0.084
felixweiss91,facebook,real,492,130,414,4,13,1,1,109,0.1667,12,5,0.6888,6.0,2.09
felix.park,instagram,real,1919,481,12,84,1003,1,0,133,0.0,10,32,0.8333,123.78,0.585
zaradsouza,facebook,real,95,44,74,74,1880,1,1,19,0.0,10,17,0.8728,78.32,0.274
tmp3184931,twitter,fake,20,2577,3,7,10,1,0,8,0.7,10,1,0.3842,1.52,5.126
rohankhan2,facebook,real,4931,215,316,121,1904,1,1,0,0.1,10,4,0.8333,36.14,0.446
adityavale,facebook,real,619,326,493,2,38,1,1,17,0.0,10,6,0.5603,1.25,0.302
freyasantos91,instagram,real,391,91,45,42,837,0,1,119,0.1538,13,9,0.8333,161.97,0.349
arjun_rao,instagram,real,273,390,21,93,439,1,1,19,0.0,9,11,0.8731,84.99,1.478
samirnair2,instagram,real,513,280,10,76,367,1,1,43,0.1,10,7,0.9231,800.31,1.45
tmp0011150,twitter,fake,21,465,6,47,1307,1,0,10,0.7,10,3,0.6882,2.22,0.253
follow_acc36461,twitter,fake,5,1055,5,48,1618,1,0,0,0.3333,15,2,0.6667,2.92,0.21
priya.alvarez,facebook,real,1079,111,591,95,621,0,1,96,0.0,13,11,0.8333,16.05,1.07
clarakhan6,instagram,fake,278,885,5,43,9,1,1,75,0.1,10,2,0.827,35.19,8.848
meerahassan7,instagram,fake,9,1737,87,2,33,1,0,20,0.0833,12,0,0.3962,2.27,0.359
arjunmoreau,twitter,real,290,235,36,97,541,1,0,109,0.0,11,3,0.8333,46.2,1.251
siennaiyer7,facebook,fake,18,734,21,1,96,1,0,28,0.0909,11,1,0.4422,1.0,0.1
bot_218,facebook,fake,4,605,13,2,32,0,0,28,0.4286,7,2,0.2502,1.69,0.546
luciachen96,facebook,real,206,183,1097,11,1340,1,1,21,0.1818,11,38,0.7547,3.91,0.056
noah.kade,facebook,real,471,46,196,65,1365,1,0,176,0.0,9,3,0.8333,50.64,0.333
theookoye,twitter,real,695,868,28,409,301,1,0,89,0.0,9,42,0.8041,32.34,9.51
official_967259,twitter,fake,30,2387,4,3,25,0,0,4,0.4,15,1,0.2005,3.46,0.884
leohassan,instagram,real,168,470,169,816,1673,0,0,129,0.0,9,22,0.6667,49.16,3.415
aishakade,instagram,real,84,833,65,174,821,1,0,111,0.0,9,21,0.8333,82.9,1.485
qnet37142,twitter,fake,264,1539,3,22,19,1,1,145,0.5556,9,2,0.7665,12.45,8.057
win882207,facebook,fake,20,826,12,24,1212,1,0,0,0.6667,9,3,0.6015,0.75,0.141
leilaberg6,twitter,fake,435,698,6,72,1286,1,1,114,0.1,10,8,1.0,41.49,0.394
anika.berg,facebook,real,377,234,279,21,788,1,1,26,0.0,10,7,0.8096,9.76,0.19
zarakade,instagram,real,1616,123,67,19,4,1,0,6,0.0,8,0,0.4252,37.39,32.565
isladsouza,twitter,real,430,626,17,93,459,1,1,43,0.0,10,17,0.9222,17.32,1.415
marcodsouza,facebook,real,308,88,404,54,119,1,1,73,0.0,11,70,0.8721,63.04,3.187
kaikhan,twitter,real,688,473,7,103,397,1,0,104,0.0,7,27,0.8333,42.83,1.818
zarakade6,instagram,fake,39,1432,20,1,13,1,1,29,0.1111,9,1,0.5728,4.19,0.736
ravi.singh,facebook,real,100,231,346,59,1471,1,1,77,0.0,10,10,0.9939,10.83,0.281
meera_chen94,facebook,real,1099,201,615,498,1721,1,1,46,0.1667,12,25,0.9297,5.68,2.027
bot_net565,instagram,fake,9,2568,5,8,6,1,0,36,0.3,10,2,0.4449,0.73,8.241
priya.santos,facebook,real,434,482,467,26,1047,0,1,47,0.0,12,7,0.7078,7.16,0.175
mayakade,facebook,real,141,126,306,5,37,1,1,37,0.0,8,2,0.6166,4.09,1.04
noahrao,facebook,real,135,130,493,63,238,1,1,157,0.0,7,6,0.942,10.83,1.855
q32656,instagram,fake,17,2281,19,1,16,0,0,35,0.8333,6,1,0.2518,0.43,0.427
win5031,instagram,fake,46,941,8,2,28,1,0,35,0.5714,7,1,0.4271,14.05,0.54
luciaalvarez,instagram,real,101,98,19,127,1372,1,1,134,0.0,12,3,1.0,107.88,0.65
kai_khan,twitter,real,183,220,5,2,5,1,0,11,0.0,8,1,0.3663,1.04,2.484
theonair2,facebook,real,685,120,88,81,3254,1,1,67,0.1111,9,5,0.9722,12.97,0.175
theo.iyer,facebook,real,461,112,389,138,579,1,1,14,0.0,9,18,0.8625,18.05,1.672
kaiweiss,twitter,real,262,250,9,121,985,1,1,105,0.0,8,8,1.0,40.23,0.862
maya.alvarez,instagram,real,312,249,42,14,1552,1,1,9,0.0,12,10,0.743,3.33,0.062
islavale,twitter,real,48,248,11,164,300,1,0,37,0.0,8,8,0.7136,44.07,3.837
dev.kade,instagram,real,1204,409,18,16,43,1,1,34,0.0,8,1,0.658,33.57,2.624
netwin2149,facebook,fake,11,517,19,2,23,1,0,13,0.4,10,1,0.3816,0.69,0.703
followuser15035,facebook,fake,10,1061,7,1,15,0,0,67,0.3333,15,5,0.3177,1.41,9.789
adityaokoye3,facebook,fake,687,525,9,54,19,1,1,87,0.0833,12,3,0.842,17.62,19.958
follow.acc475302,facebook,fake,224,1531,13,77,31,1,1,135,0.375,16,17,0.8475,28.8,17.481
q466198,instagram,fake,11,1239,3,16,103,1,0,21,0.8571,7,2,0.492,2.39,1.117
kaiiyer,twitter,real,673,58,13,285,1145,0,1,117,0.0,7,13,0.8333,4.96,1.742
felix_okoye,facebook,real,1120,105,287,114,1423,1,1,67,0.0,11,8,0.9728,7.06,0.562
bot_net598535,facebook,fake,13,638,35,12,413,1,0,45,0.4615,13,2,0.6437,6.43,0.207
noahkade3,facebook,fake,10,698,23,2,15,0,0,49,0.1111,9,3,0.2834,3.79,0.853
adityahassan2,facebook,real,123,53,547,130,444,1,1,133,0.0769,13,8,1.0,91.51,2.048
marco_hassan,twitter,real,617,127,17,168,366,1,1,118,0.0,12,6,1.0,15.38,3.212
bot_82740,instagram,fake,37,726,7,3,55,0,0,11,0.5556,9,1,0.2278,1.07,0.429
officialdeal6226833,facebook,fake,7,811,48,4,21,1,0,16,0.3684,19,1,0.2836,5.57,1.269
follow_deal523588,instagram,fake,199,1072,6,37,49,1,1,123,0.3529,17,3,0.8427,16.23,5.269
dealfollow72234,facebook,fake,19,179,17,2,31,1,0,55,0.3333,15,1,0.4729,0.53,0.541
leo.santos,instagram,real,216,238,18,5,858,1,1,5,0.0,10,11,0.697,5.58,0.039
net.user6550,instagram,fake,17,1180,2,26,837,1,0,17,0.3333,12,2,0.6438,8.84,0.217
samir_santos,instagram,real,1139,165,33,148,1253,1,0,167,0.0,12,8,0.8333,37.61,0.83
followwin65522,instagram,fake,9,438,1,4,24,1,0,54,0.3571,14,2,0.4757,1.55,1.268
aisha_park,instagram,real,138,274,48,206,1882,1,0,121,0.0,10,20,0.8333,24.22,0.766
tmp851,facebook,fake,11,356,12,13,23,1,0,49,0.5,6,2,0.498,7.82,3.835
real.2736148,twitter,fake,32,3080,2,13,26,0,0,33,0.5833,12,3,0.3023,4.12,3.549
meera_singh,twitter,real,34,256,13,494,352,1,0,152,0.0,11,9,0.8274,28.2,9.828
follow_124,twitter,fake,24,1593,2,4,26,1,0,13,0.3,10,1,0.3871,1.4,0.981
user_follow8551127,instagram,fake,23,1439,17,1,52,0,0,15,0.3889,18,4,0.2283,4.13,0.185
hugokhan,twitter,real,259,189,5,17,46,1,1,57,0.0,8,3,0.7095,9.53,2.572
follow.follow061,instagram,fake,11,3326,14,11,47,0,0,24,0.1875,16,2,0.2828,6.04,1.58
dev_park2,instagram,real,1193,300,53,24,585,1,1,0,0.1111,9,13,0.7675,50.55,0.289
xx.new173,instagram,fake,27,768,12,38,432,1,0,25,0.3333,9,1,0.7124,1.23,0.621
acc_3693644,instagram,fake,78,1073,7,3,21,1,0,25,0.6364,11,2,0.4056,3.41,0.873
hugo_park,instagram,real,393,607,91,48,754,1,0,90,0.0,9,8,0.8333,11.12,0.449
sienna.hassan,twitter,real,188,203,17,85,325,1,1,88,0.0,13,9,0.9817,4.72,1.837
luciaokoye2,twitter,real,198,215,15,383,619,0,1,79,0.0909,11,28,0.8315,27.04,4.337
rohan.hassan,facebook,real,167,160,699,46,1010,1,1,147,0.0,12,13,1.0,55.14,0.32
tmp.real684364,facebook,fake,116,488,17,79,1401,1,1,111,0.4286,14,5,1.0,24.42,0.394
theo.dsouza,twitter,real,136,228,56,738,2893,0,1,0,0.0,11,27,0.6667,15.89,1.785
aditya_park,twitter,real,170,271,15,62,635,1,1,97,0.0,11,6,1.0,22.03,0.684
real.net6940,twitter,fake,3,1098,3,4,27,0,0,30,0.3333,12,1,0.2599,2.33,1.118
siennasingh8,twitter,fake,1472,584,14,56,47,1,1,86,0.0833,12,9,0.8548,37.65,8.271
theohassan,facebook,real,280,182,205,44,887,1,1,61,0.0,10,22,0.9613,15.84,0.351
priyakhan4,instagram,fake,59,5684,19,11,14,1,0,20,0.1,10,2,0.4252,2.04,5.295
arjun.khan,facebook,real,80,126,316,36,653,1,1,73,0.0,10,3,0.966,10.24,0.381
net.promo4432,facebook,fake,14,1505,18,2,3,0,0,23,0.3077,13,1,0.2225,0.83,4.156
new.401,instagram,fake,27,3647,9,3,124,1,0,23,0.4286,7,2,0.451,7.32,0.181
isla.nguyen,twitter,real,87,152,16,1130,858,1,0,93,0.0,11,5,0.8333,58.9,9.216
tmp.8172,instagram,fake,69,1756,7,1,56,0,1,34,0.5,8,2,0.434,7.76,0.12
luciahassan4,twitter,fake,38,616,3,3,35,1,0,0,0.0833,12,3,0.3612,0.87,0.571
acc_acc809,instagram,fake,25,1943,33,3,18,0,0,39,0.3,10,1,0.2686,1.9,4.675
samiralvarez,instagram,real,386,248,74,7,387,1,0,5,0.0,12,9,0.5418,8.9,0.135
id.follow0336722,facebook,fake,9,770,5,2,21,0,0,54,0.4375,16,1,0.2993,1.47,0.784
kai.santos97,instagram,real,370,113,16,6,1034,1,0,0,0.1667,12,17,0.5245,1.96,0.04
luciarao,twitter,real,2379,147,16,378,1988,0,1,55,0.0,8,16,0.7808,25.61,1.332
omar_costa,facebook,real,276,156,139,70,534,1,0,179,0.0,10,12,0.8333,82.55,0.918
xx_real8921594,facebook,fake,6,1453,26,3,19,0,0,49,0.5,14,2,0.2915,0.52,14.416
aditya_khan,instagram,real,686,525,16,204,551,1,1,131,0.0,11,22,1.0,149.9,2.591
felixberg2,facebook,fake,200,564,21,65,1970,1,1,107,0.1,10,6,1.0,32.18,0.229
aishaweiss,instagram,real,4925,99,44,7,350,1,1,21,0.0,10,27,0.7307,5.28,0.133
zara_dsouza,instagram,real,1516,209,21,233,2157,1,1,50,0.0,11,34,0.9384,71.24,0.757
hugo.chen,facebook,real,79,223,811,2,305,1,1,3,0.0,9,26,0.6527,1.59,0.045
new_promo628405,instagram,fake,39,1326,4,6,21,1,0,37,0.4,15,2,0.4468,5.3,2.11
follow.5078,facebook,fake,5,288,8,7,6,0,0,27,0.3636,11,2,0.2567,0.78,8.725
realofficial695127,instagram,fake,38,976,20,3,77,1,0,12,0.3333,18,4,0.4057,21.41,0.266
xx_5341107,instagram,fake,25,1869,4,17,1178,1,0,29,0.7,10,1,0.6306,1.05,0.099
official_real107948,instagram,fake,5,904,6,9,62,0,0,12,0.3158,19,6,0.1484,2.16,0.993
id54393,facebook,fake,31,554,51,6,11,0,1,0,0.7143,7,1,0.3648,13.54,4.041
lucia.khan,facebook,real,367,76,246,79,813,1,1,66,0.0,10,13,0.9706,10.87,0.684
jonas_santos,facebook,real,49,80,349,1,46,1,1,16,0.0,12,2,0.5602,0.84,0.2
promo928511,facebook,fake,14,1647,13,39,1903,1,0,12,0.5455,11,1,0.687,4.79,0.143
jonasdsouza,facebook,real,432,151,337,8,38,1,1,46,0.0,11,4,0.647,4.43,1.481
devcosta,twitter,real,12,156,38,345,1644,1,1,58,0.0,8,12,0.9547,3.82,1.467
deal.user442,twitter,fake,6,1249,5,2,14,1,1,50,0.25,12,0,0.6187,2.13,9.989
mayavale,instagram,real,339,137,25,15,23,1,0,110,0.0,8,1,0.5733,3.64,4.589
adityasantos,facebook,real,256,84,267,116,1535,1,1,123,0.0,12,9,1.0,11.92,0.529
zarabrook6,facebook,fake,15,294,28,27,682,1,0,16,0.1,10,0,0.646,0.92,0.279
net_new494,instagram,fake,20,1365,3,23,1747,1,0,20,0.3,10,2,0.6365,1.9,0.091
follow_id642181,facebook,fake,18,400,34,3,5,1,0,2,0.4,15,2,0.3496,1.29,3.563
felix.nguyen,instagram,real,1105,340,11,14,43,1,0,124,0.0,12,2,0.5796,27.55,2.341
noahdsouza2,facebook,real,324,90,567,130,1131,1,1,129,0.0909,11,17,1.0,12.26,0.804
islakade,twitter,real,562,69,45,14,586,1,0,18,0.0,8,5,0.5944,1.21,0.162
zara_kade,instagram,real,1567,391,16,102,116,1,1,70,0.0,9,72,0.8647,112.25,6.167
winnet8539,instagram,fake,32,1771,3,6,28,0,1,31,0.4,10,2,0.4361,2.97,1.52
promo_825828,facebook,fake,11,753,57,7,21,1,0,26,0.5,12,6,0.4275,2.68,2.488
zarasantos,instagram,real,1150,93,21,254,473,1,1,74,0.0,10,32,0.9877,54.52,3.758
xx_4909,facebook,fake,7,687,20,47,1909,1,0,1,0.5714,7,1,0.6696,6.61,0.172
amaravale7,twitter,fake,11,430,2,31,57,1,0,23,0.1,10,1,0.5355,2.1,3.809
botid4852,twitter,fake,4,1534,7,5,12,0,1,2,0.4444,9,2,0.3639,0.63,8.549
theomoreau,facebook,real,123,89,612,142,2554,1,1,88,0.0,10,46,1.0,24.04,0.39
